Groups,model,RMSD,RMSD_rank,DI,DI_rank,INF_all,INF_all_rank,INF_wc,INF_wc_rank,INF_nwc,INF_nwc_rank,INF_stack,INF_stack_rank,clash,clash_rank,MCQ,MCQ_rank,TM,TM_rank,GDT,GDT_rank,p-value,solution,PZ,RMSD_minus,complete_name,ares_id,ares_score,complete_model,Lddt_score,Lddt_rank
Chen,10,17.647,39,23.274,37,0.758,31,0.919,5,0.676,31,0.698,32,9.17,27,26.29,36,0.432,39,0.0,1,0.0,0,PZ27tBox,-17.647,PZ27tBox_Chen_10,PZ27tBox_Chen_10,7.8280573,PZ27tBox_Chen_10,0.6140270072365009,35
TFN,8,17.804,40,23.285,38,0.765,9,0.903,15,0.845,1,0.709,25,10.17,48,20.028,5,0.484,14,0.0,1,0.0,0,PZ27tBox,-17.804,PZ27tBox_TFN_8,PZ27tBox_TFN_8,7.4198027,PZ27tBox_TFN_8,0.6526903001701633,23
Chen,7,18.122,41,24.441,41,0.741,36,0.94,2,0.617,33,0.665,41,4.78,12,28.865,58,0.438,34,0.0,1,0.0,0,PZ27tBox,-18.122,PZ27tBox_Chen_7,PZ27tBox_Chen_7,8.3652134,PZ27tBox_Chen_7,0.6111397032956438,38
Bujnicki,1,18.158,42,28.483,46,0.637,50,0.734,50,0.436,44,0.617,48,2.79,6,28.438,54,0.435,36,0.0,1,0.0,0,PZ27tBox,-18.158,PZ27tBox_Bujnicki_1,PZ27tBox_Bujnicki_1,7.1123743,PZ27tBox_Bujnicki_1,0.6188863032867838,32
Bujnicki,3,18.393,43,28.508,47,0.645,48,0.734,50,0.436,44,0.627,47,3.99,9,28.12,50,0.416,43,0.0,1,0.0,0,PZ27tBox,-18.393,PZ27tBox_Bujnicki_3,PZ27tBox_Bujnicki_3,7.4296436,PZ27tBox_Bujnicki_3,0.6003266458023343,47
Bujnicki,2,18.952,44,29.553,48,0.641,49,0.744,48,0.567,40,0.613,49,1.0,4,27.629,46,0.444,33,0.0,1,0.0,0,PZ27tBox,-18.952,PZ27tBox_Bujnicki_2,PZ27tBox_Bujnicki_2,7.4279809,PZ27tBox_Bujnicki_2,0.6247260579180662,31
Bujnicki,5,19.468,45,31.089,50,0.626,52,0.728,52,0.436,44,0.604,52,4.78,12,28.75,57,0.427,41,0.0,1,0.0,0,PZ27tBox,-19.468,PZ27tBox_Bujnicki_5,PZ27tBox_Bujnicki_5,7.2869458,PZ27tBox_Bujnicki_5,0.612647199080649,37
RNAComposer,5,19.479,46,26.76,44,0.728,41,0.919,5,0.267,51,0.668,40,9.57,40,25.706,33,0.313,50,0.0,1,0.0,0,PZ27tBox,-19.479,PZ27tBox_RNAComposer_5,PZ27tBox_RNAComposer_5,7.6770039,PZ27tBox_RNAComposer_5,0.5730659884455725,52
Chen,6,19.518,47,26.434,42,0.738,37,0.916,8,0.571,39,0.677,36,2.79,6,27.053,42,0.433,38,0.0,1,0.0,0,PZ27tBox,-19.518,PZ27tBox_Chen_6,PZ27tBox_Chen_6,8.0945177,PZ27tBox_Chen_6,0.6089853002874275,43
Adamiak,1,20.242,48,27.1,45,0.747,34,0.94,2,0.378,48,0.685,33,9.96,44,31.811,64,0.359,48,0.0,1,0.0,0,PZ27tBox,-20.242,PZ27tBox_Adamiak_1,PZ27tBox_Adamiak_1,8.2157249,PZ27tBox_Adamiak_1,0.5885142371706507,49
Adamiak,2,20.254,49,26.675,43,0.759,29,0.953,1,0.668,32,0.682,34,10.76,51,29.724,61,0.362,46,0.0,1,0.0,0,PZ27tBox,-20.254,PZ27tBox_Adamiak_2,PZ27tBox_Adamiak_2,8.3837681,PZ27tBox_Adamiak_2,0.6041448967945193,46
RNAComposer,2,22.136,50,30.333,49,0.73,40,0.916,8,0.507,41,0.665,41,9.37,35,23.661,32,0.284,52,0.0,1,0.0,0,PZ27tBox,-22.136,PZ27tBox_RNAComposer_2,PZ27tBox_RNAComposer_2,7.7398567,PZ27tBox_RNAComposer_2,0.5926445410932667,48
Bujnicki,4,22.489,51,35.807,52,0.628,51,0.744,48,0.378,48,0.603,53,1.2,5,28.675,56,0.417,42,0.0,1,0.0,0,PZ27tBox,-22.489,PZ27tBox_Bujnicki_4,PZ27tBox_Bujnicki_4,7.2766585,PZ27tBox_Bujnicki_4,0.6043233988883359,45
RNAComposer,1,22.945,52,32.462,51,0.707,43,0.919,5,0.267,51,0.638,44,8.17,19,26.713,37,0.302,51,0.0,1,5.551e-17,0,PZ27tBox,-22.945,PZ27tBox_RNAComposer_1,PZ27tBox_RNAComposer_1,7.557898,PZ27tBox_RNAComposer_1,0.5865513656061645,50
iFoldRNA,2,26.559,53,48.998,55,0.542,59,0.542,62,-1.0,62,0.566,56,125.42,60,28.228,51,0.255,53,0.0,1,1.442e-10,0,PZ27tBox,-26.559,PZ27tBox_iFoldRNA_2,PZ27tBox_iFoldRNA_2,7.7413731,PZ27tBox_iFoldRNA_2,0.4561946741229293,56
Xiao,4,26.696,54,45.717,53,0.584,53,0.695,53,-1.0,62,0.564,57,11.16,55,29.884,62,0.185,57,0.0,1,2.352e-10,0,PZ27tBox,-26.696,PZ27tBox_Xiao_4,PZ27tBox_Xiao_4,8.5328369,PZ27tBox_Xiao_4,0.4490982386924786,60
Xiao,5,26.696,54,45.717,53,0.584,53,0.695,53,-1.0,62,0.564,57,11.36,56,29.884,62,0.185,57,0.0,1,2.352e-10,0,PZ27tBox,-26.696,PZ27tBox_Xiao_5,PZ27tBox_Xiao_5,8.5634918,PZ27tBox_Xiao_5,0.4490910725500261,61
SimRNA,5,27.274,56,51.607,56,0.528,61,0.624,55,0.0,54,0.518,63,160.76,66,27.808,48,0.184,59,0.0,1,1.738e-09,0,PZ27tBox,-27.274,PZ27tBox_SimRNA_5,PZ27tBox_SimRNA_5,8.0452824,PZ27tBox_SimRNA_5,0.4528936883223148,57
SimRNA,3,29.719,57,53.701,57,0.553,57,0.568,60,0.0,54,0.575,54,134.16,63,28.503,55,0.17,60,0.0,1,2.692e-06,0,PZ27tBox,-29.719,PZ27tBox_SimRNA_3,PZ27tBox_SimRNA_3,7.7826099,PZ27tBox_SimRNA_3,0.4521008523800713,59
iFoldRNA,3,31.492,58,59.791,59,0.527,62,0.532,63,0.378,48,0.538,61,126.1,61,27.706,47,0.227,54,0.0,1,0.0001826,0,PZ27tBox,-31.492,PZ27tBox_iFoldRNA_3,PZ27tBox_iFoldRNA_3,7.7439966,PZ27tBox_iFoldRNA_3,0.452211601854337,58
SimRNA,2,31.572,59,58.025,58,0.544,58,0.582,56,0.0,54,0.553,59,128.17,62,29.022,59,0.164,62,0.0,1,0.000216,0,PZ27tBox,-31.572,PZ27tBox_SimRNA_2,PZ27tBox_SimRNA_2,7.9031978,PZ27tBox_SimRNA_2,0.4581568942199198,55
SimRNA,4,34.018,60,61.044,60,0.557,56,0.578,57,0.0,54,0.575,54,134.94,64,26.859,40,0.19,56,0.0,1,0.01536,0,PZ27tBox,-34.018,PZ27tBox_SimRNA_4,PZ27tBox_SimRNA_4,8.3198986,PZ27tBox_SimRNA_4,0.4340558542172097,63
iFoldRNA,1,37.021,61,64.885,61,0.571,55,0.519,64,-1.0,62,0.613,49,123.53,59,26.828,39,0.162,63,0.0,1,0.3112,0,PZ27tBox,-37.021,PZ27tBox_iFoldRNA_1,PZ27tBox_iFoldRNA_1,7.7080989,PZ27tBox_iFoldRNA_1,0.4637106546205983,53
iFoldRNA,4,39.384,62,74.756,63,0.527,62,0.575,58,-1.0,62,0.529,62,163.24,67,27.839,49,0.191,55,0.0,1,0.794,0,PZ27tBox,-39.384,PZ27tBox_iFoldRNA_4,PZ27tBox_iFoldRNA_4,7.6808085,PZ27tBox_iFoldRNA_4,0.448915827793688,62
SimRNA,1,39.588,63,74.651,62,0.53,60,0.55,61,0.0,54,0.548,60,139.53,65,29.338,60,0.134,67,0.0,1,0.8247,0,PZ27tBox,-39.588,PZ27tBox_SimRNA_1,PZ27tBox_SimRNA_1,8.2080975,PZ27tBox_SimRNA_1,0.4223815566946103,64
iFoldRNA,5,40.632,64,79.339,64,0.512,64,0.572,59,-1.0,62,0.512,64,114.02,58,26.714,38,0.169,61,0.0,1,0.935,0,PZ27tBox,-40.632,PZ27tBox_iFoldRNA_5,PZ27tBox_iFoldRNA_5,7.51366,PZ27tBox_iFoldRNA_5,0.4616513658667514,54
Xiao,1,43.041,65,151.618,65,0.284,65,0.0,65,0.0,54,0.4,65,0.6,1,35.561,66,0.149,64,0.0,1,0.9978,0,PZ27tBox,-43.041,PZ27tBox_Xiao_1,PZ27tBox_Xiao_1,8.8656845,PZ27tBox_Xiao_1,0.2586619118225715,65
Xiao,2,43.041,65,151.618,65,0.284,65,0.0,65,0.0,54,0.4,65,0.6,1,35.56,65,0.149,64,0.0,1,0.9978,0,PZ27tBox,-43.041,PZ27tBox_Xiao_2,PZ27tBox_Xiao_2,8.8986893,PZ27tBox_Xiao_2,0.2586619118225715,65
Xiao,3,43.041,65,151.618,65,0.284,65,0.0,65,0.0,54,0.4,65,0.6,1,35.561,66,0.149,64,0.0,1,0.9978,0,PZ27tBox,-43.041,PZ27tBox_Xiao_3,PZ27tBox_Xiao_3,8.8204746,PZ27tBox_Xiao_3,0.2586567000826061,67
TFN,10,2.05,1,2.38,3,0.861,45,0.978,2,0.866,1,0.815,47,1.66,8,16.705,1,0.154,53,0.0,1,0.0,0,PZ27tRNA,-2.05,PZ27tRNA_TFN_10,PZ27tRNA_TFN_10,7.332355,PZ27tRNA_TFN_10,0.8135937782192523,4
Das,3,2.06,2,2.363,1,0.872,15,0.978,2,0.866,1,0.829,17,2.07,29,16.844,19,0.164,25,0.0,1,0.0,0,PZ27tRNA,-2.06,PZ27tRNA_Das_3,PZ27tRNA_Das_3,7.1661477,PZ27tRNA_Das_3,0.8089534043705978,22
FARFAR2,4,2.06,2,2.363,1,0.872,15,0.978,2,0.866,1,0.829,17,2.07,29,16.844,19,0.164,25,0.0,1,0.0,0,PZ27tRNA,-2.06,PZ27tRNA_FARFAR2_4,PZ27tRNA_FARFAR2_4,7.1661477,PZ27tRNA_FARFAR2_4,0.8089534043705978,22
TFN,9,2.08,4,2.386,4,0.872,15,0.978,2,0.866,1,0.829,17,1.66,8,16.811,18,0.161,31,0.0,1,0.0,0,PZ27tRNA,-2.08,PZ27tRNA_TFN_9,PZ27tRNA_TFN_9,6.9182444,PZ27tRNA_TFN_9,0.812174914213473,13
Das,8,2.116,5,2.443,5,0.866,25,0.978,2,0.866,1,0.822,27,2.07,29,16.945,25,0.158,47,0.0,1,0.0,0,PZ27tRNA,-2.116,PZ27tRNA_Das_8,PZ27tRNA_Das_8,7.0235319,PZ27tRNA_Das_8,0.8118949792306303,19
FARFAR2,1,2.116,5,2.443,5,0.866,25,0.978,2,0.866,1,0.822,27,2.07,29,16.945,25,0.158,47,0.0,1,0.0,0,PZ27tRNA,-2.116,PZ27tRNA_FARFAR2_1,PZ27tRNA_FARFAR2_1,7.0235319,PZ27tRNA_FARFAR2_1,0.8118949792306303,19
Das,2,2.121,7,2.448,7,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.742,7,0.157,49,0.0,1,0.0,0,PZ27tRNA,-2.121,PZ27tRNA_Das_2,PZ27tRNA_Das_2,6.904326,PZ27tRNA_Das_2,0.8136942387574498,1
FARFAR2,2,2.121,7,2.448,7,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.742,7,0.157,49,0.0,1,0.0,0,PZ27tRNA,-2.121,PZ27tRNA_FARFAR2_2,PZ27tRNA_FARFAR2_2,6.904326,PZ27tRNA_FARFAR2_2,0.8136942387574498,1
TFN,7,2.127,9,2.454,9,0.866,25,0.978,2,0.866,1,0.822,27,2.07,29,16.737,3,0.157,49,0.0,1,0.0,0,PZ27tRNA,-2.127,PZ27tRNA_TFN_7,PZ27tRNA_TFN_7,7.0135865,PZ27tRNA_TFN_7,0.8136140960809103,3
Das,7,2.142,10,2.473,10,0.866,25,0.978,2,0.866,1,0.822,27,2.07,29,16.738,4,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.142,PZ27tRNA_Das_7,PZ27tRNA_Das_7,7.0686626,PZ27tRNA_Das_7,0.8134842875203179,5
FARFAR2,7,2.142,10,2.473,10,0.866,25,0.978,2,0.866,1,0.822,27,2.07,29,16.738,4,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.142,PZ27tRNA_FARFAR2_7,PZ27tRNA_FARFAR2_7,7.0686626,PZ27tRNA_FARFAR2_7,0.8134842875203179,5
TFN,3,2.146,12,2.477,12,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.741,6,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.146,PZ27tRNA_TFN_3,PZ27tRNA_TFN_3,7.2582331,PZ27tRNA_TFN_3,0.8134707422792126,7
TFN,1,2.149,13,2.48,13,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.743,9,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.149,PZ27tRNA_TFN_1,PZ27tRNA_TFN_1,7.2064185,PZ27tRNA_TFN_1,0.8133815694419361,9
TFN,6,2.15,14,2.481,14,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.736,2,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.15,PZ27tRNA_TFN_6,PZ27tRNA_TFN_6,7.371397,PZ27tRNA_TFN_6,0.8133928571428571,8
Das,5,2.203,15,2.542,15,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.75,10,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.203,PZ27tRNA_Das_5,PZ27tRNA_Das_5,7.0949998,PZ27tRNA_Das_5,0.8127641322015532,11
FARFAR2,8,2.203,15,2.542,15,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.75,10,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.203,PZ27tRNA_FARFAR2_8,PZ27tRNA_FARFAR2_8,7.0949998,PZ27tRNA_FARFAR2_8,0.8127641322015532,11
TFN,2,2.205,17,2.545,17,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.752,15,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.205,PZ27tRNA_TFN_2,PZ27tRNA_TFN_2,7.2015457,PZ27tRNA_TFN_2,0.8128013816145927,10
FARFAR2,6,2.21,18,2.551,18,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.751,14,0.159,42,0.0,1,0.0,0,PZ27tRNA,-2.21,PZ27tRNA_FARFAR2_6,PZ27tRNA_FARFAR2_6,7.2335682,PZ27tRNA_FARFAR2_6,0.8121139606284992,14
TFN,5,2.213,19,2.569,21,0.861,45,0.978,2,0.866,1,0.815,47,1.66,8,16.773,17,0.159,42,0.0,1,0.0,0,PZ27tRNA,-2.213,PZ27tRNA_TFN_5,PZ27tRNA_TFN_5,7.2745466,PZ27tRNA_TFN_5,0.81195367527542,18
TFN,8,2.229,20,2.572,22,0.866,25,0.978,2,0.866,1,0.822,27,2.07,29,16.767,16,0.159,42,0.0,1,0.0,0,PZ27tRNA,-2.229,PZ27tRNA_TFN_8,PZ27tRNA_TFN_8,7.4176083,PZ27tRNA_TFN_8,0.8119807657576305,17
Das,1,2.235,21,2.564,19,0.872,15,0.978,2,0.866,1,0.829,17,1.66,8,16.858,21,0.163,28,0.0,1,0.0,0,PZ27tRNA,-2.235,PZ27tRNA_Das_1,PZ27tRNA_Das_1,7.1144691,PZ27tRNA_Das_1,0.808714105111071,24
FARFAR2,3,2.235,21,2.564,19,0.872,15,0.978,2,0.866,1,0.829,17,1.66,8,16.858,21,0.163,28,0.0,1,0.0,0,PZ27tRNA,-2.235,PZ27tRNA_FARFAR2_3,PZ27tRNA_FARFAR2_3,7.1144691,PZ27tRNA_FARFAR2_3,0.808714105111071,24
Das,6,2.242,23,2.587,24,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.75,10,0.159,42,0.0,1,0.0,0,PZ27tRNA,-2.242,PZ27tRNA_Das_6,PZ27tRNA_Das_6,7.0367799,PZ27tRNA_Das_6,0.811986409608091,15
FARFAR2,9,2.242,23,2.587,24,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,16.75,10,0.159,42,0.0,1,0.0,0,PZ27tRNA,-2.242,PZ27tRNA_FARFAR2_9,PZ27tRNA_FARFAR2_9,7.0367799,PZ27tRNA_FARFAR2_9,0.811986409608091,15
TFN,4,2.253,25,2.585,23,0.872,15,0.978,2,0.866,1,0.829,17,2.07,29,16.939,24,0.149,57,0.0,1,0.0,0,PZ27tRNA,-2.253,PZ27tRNA_TFN_4,PZ27tRNA_TFN_4,7.2347884,PZ27tRNA_TFN_4,0.811661323821564,21
Chen,9,2.371,26,2.65,26,0.894,2,0.978,2,0.775,33,0.871,3,4.15,44,22.83,46,0.156,52,0.0,1,0.0,0,PZ27tRNA,-2.371,PZ27tRNA_Chen_9,PZ27tRNA_Chen_9,8.0658169,PZ27tRNA_Chen_9,0.7806088585876828,39
Das,10,2.483,27,2.866,27,0.866,25,0.978,2,0.866,1,0.822,27,2.07,29,16.878,23,0.145,59,0.0,1,0.0,0,PZ27tRNA,-2.483,PZ27tRNA_Das_10,PZ27tRNA_Das_10,7.0747418,PZ27tRNA_Das_10,0.8069362922160015,26
Chen,7,2.539,28,2.949,29,0.861,45,0.978,2,0.775,33,0.823,26,0.83,5,22.595,45,0.177,11,0.0,1,0.0,0,PZ27tRNA,-2.539,PZ27tRNA_Chen_7,PZ27tRNA_Chen_7,8.3604183,PZ27tRNA_Chen_7,0.782592107639516,38
FARFAR2,10,2.56,29,2.937,28,0.872,15,0.978,2,0.866,1,0.829,17,2.07,29,16.985,27,0.16,33,0.0,1,0.0,0,PZ27tRNA,-2.56,PZ27tRNA_FARFAR2_10,PZ27tRNA_FARFAR2_10,7.2956686,PZ27tRNA_FARFAR2_10,0.804886445728734,27
Chen,6,2.813,30,3.169,30,0.888,10,0.978,2,0.775,33,0.861,11,4.56,45,23.37,49,0.17,20,0.0,1,0.0,0,PZ27tRNA,-2.813,PZ27tRNA_Chen_6,PZ27tRNA_Chen_6,8.0953312,PZ27tRNA_Chen_6,0.7754063572331588,43
Chen,8,2.88,31,3.263,33,0.883,12,0.978,2,0.775,33,0.854,13,3.32,42,23.245,47,0.146,58,0.0,1,0.0,0,PZ27tRNA,-2.88,PZ27tRNA_Chen_8,PZ27tRNA_Chen_8,7.9479961,PZ27tRNA_Chen_8,0.7755102040816326,42
Chen,4,2.885,32,3.244,32,0.889,8,0.978,2,0.775,33,0.864,9,0.83,5,23.416,50,0.184,7,0.0,1,0.0,0,PZ27tRNA,-2.885,PZ27tRNA_Chen_4,PZ27tRNA_Chen_4,7.699748,PZ27tRNA_Chen_4,0.772924191800614,45
Chen,10,2.889,33,3.241,31,0.891,7,0.978,2,0.775,33,0.868,6,3.32,42,22.587,44,0.15,55,0.0,1,0.0,0,PZ27tRNA,-2.889,PZ27tRNA_Chen_10,PZ27tRNA_Chen_10,7.8286676,PZ27tRNA_Chen_10,0.7788468484739028,40
RNAComposer,1,2.908,34,3.437,35,0.846,48,0.978,2,-1.0,53,0.815,47,8.3,46,18.557,31,0.162,30,0.0,1,0.0,0,PZ27tRNA,-2.908,PZ27tRNA_RNAComposer_1,PZ27tRNA_RNAComposer_1,7.555037,PZ27tRNA_RNAComposer_1,0.7849681686834026,36
Chen,2,2.968,35,3.321,34,0.894,2,0.978,2,0.775,33,0.871,3,2.9,41,23.563,51,0.184,7,0.0,1,0.0,0,PZ27tRNA,-2.968,PZ27tRNA_Chen_2,PZ27tRNA_Chen_2,8.070797,PZ27tRNA_Chen_2,0.7827523929925952,37
RNAComposer,2,3.035,36,3.503,36,0.866,25,0.955,48,0.816,31,0.833,16,9.54,48,21.26,39,0.17,20,0.0,1,0.0,0,PZ27tRNA,-3.035,PZ27tRNA_RNAComposer_2,PZ27tRNA_RNAComposer_2,7.7426682,PZ27tRNA_RNAComposer_2,0.7690773433267112,47
Das,4,3.194,37,3.665,37,0.872,15,0.978,2,0.866,1,0.829,17,1.66,8,17.092,28,0.17,20,0.0,1,0.0,0,PZ27tRNA,-3.194,PZ27tRNA_Das_4,PZ27tRNA_Das_4,7.3711495,PZ27tRNA_Das_4,0.7993283817951959,32
FARFAR2,5,3.194,37,3.665,37,0.872,15,0.978,2,0.866,1,0.829,17,1.66,8,17.092,28,0.17,20,0.0,1,0.0,0,PZ27tRNA,-3.194,PZ27tRNA_FARFAR2_5,PZ27tRNA_FARFAR2_5,7.3711495,PZ27tRNA_FARFAR2_5,0.7993283817951959,32
Das,9,3.23,39,3.728,39,0.866,25,0.978,2,0.866,1,0.822,27,1.66,8,17.098,30,0.164,25,0.0,1,0.0,0,PZ27tRNA,-3.23,PZ27tRNA_Das_9,PZ27tRNA_Das_9,7.0576482,PZ27tRNA_Das_9,0.7995010836192884,31
Chen,3,3.751,40,4.252,40,0.882,13,0.93,52,0.775,33,0.873,2,0.83,5,22.511,43,0.194,3,0.0,1,0.0,0,PZ27tRNA,-3.751,PZ27tRNA_Chen_3,PZ27tRNA_Chen_3,8.105526,PZ27tRNA_Chen_3,0.7701191981217266,46
Chen,1,4.021,41,4.596,41,0.875,14,0.978,2,0.775,33,0.844,15,1.66,8,23.3,48,0.144,61,0.0,1,0.0,0,PZ27tRNA,-4.021,PZ27tRNA_Chen_1,PZ27tRNA_Chen_1,8.324625,PZ27tRNA_Chen_1,0.7737436788874842,44
Xiao,1,4.022,42,5.454,46,0.737,53,0.854,53,-1.0,53,0.716,53,14.52,53,27.886,61,0.176,12,0.0,1,0.0,0,PZ27tRNA,-4.022,PZ27tRNA_Xiao_1,PZ27tRNA_Xiao_1,8.8645439,PZ27tRNA_Xiao_1,0.6367471103485642,53
Xiao,2,4.022,42,5.454,46,0.737,53,0.854,53,-1.0,53,0.716,53,14.52,53,27.886,61,0.176,12,0.0,1,0.0,0,PZ27tRNA,-4.022,PZ27tRNA_Xiao_2,PZ27tRNA_Xiao_2,8.8974113,PZ27tRNA_Xiao_2,0.6367471103485642,53
Xiao,3,4.022,42,5.454,46,0.737,53,0.854,53,-1.0,53,0.716,53,14.52,53,27.886,61,0.176,12,0.0,1,0.0,0,PZ27tRNA,-4.022,PZ27tRNA_Xiao_3,PZ27tRNA_Xiao_3,8.8202324,PZ27tRNA_Xiao_3,0.6367471103485642,53
Xiao,4,4.022,42,5.454,46,0.737,53,0.854,53,-1.0,53,0.716,53,14.52,53,27.886,61,0.176,12,0.0,1,0.0,0,PZ27tRNA,-4.022,PZ27tRNA_Xiao_4,PZ27tRNA_Xiao_4,8.5313435,PZ27tRNA_Xiao_4,0.6367471103485642,53
Xiao,5,4.022,42,5.454,46,0.737,53,0.854,53,-1.0,53,0.716,53,14.52,53,27.886,61,0.176,12,0.0,1,0.0,0,PZ27tRNA,-4.022,PZ27tRNA_Xiao_5,PZ27tRNA_Xiao_5,8.569006,PZ27tRNA_Xiao_5,0.6367471103485642,53
Adamiak,1,4.417,47,5.241,43,0.843,49,1.0,1,0.408,49,0.797,50,11.62,52,21.857,42,0.182,10,0.0,1,0.0,0,PZ27tRNA,-4.417,PZ27tRNA_Adamiak_1,PZ27tRNA_Adamiak_1,8.2081499,PZ27tRNA_Adamiak_1,0.7185829420263681,52
Chen,5,4.46,48,5.026,42,0.888,10,0.978,2,0.775,33,0.861,11,2.07,29,24.004,53,0.189,5,0.0,1,0.0,0,PZ27tRNA,-4.46,PZ27tRNA_Chen_5,PZ27tRNA_Chen_5,8.077116,PZ27tRNA_Chen_5,0.778334386852086,41
Adamiak,2,4.562,49,5.241,43,0.87,24,0.978,2,0.408,49,0.847,14,9.54,48,21.155,37,0.152,54,0.0,1,0.0,0,PZ27tRNA,-4.562,PZ27tRNA_Adamiak_2,PZ27tRNA_Adamiak_2,8.3895702,PZ27tRNA_Adamiak_2,0.7559824814881705,48
Bujnicki,1,4.671,50,5.252,45,0.889,8,0.978,2,0.775,33,0.864,9,0.41,3,21.103,36,0.19,4,0.0,1,0.0,0,PZ27tRNA,-4.671,PZ27tRNA_Bujnicki_1,PZ27tRNA_Bujnicki_1,7.1096659,PZ27tRNA_Bujnicki_1,0.8048638703268918,28
Bujnicki,5,5.236,51,5.809,51,0.901,1,0.978,2,0.775,33,0.881,1,1.66,8,21.658,41,0.198,1,0.0,1,0.0,0,PZ27tRNA,-5.236,PZ27tRNA_Bujnicki_5,PZ27tRNA_Bujnicki_5,7.2847857,PZ27tRNA_Bujnicki_5,0.7970076304858227,34
Bujnicki,3,5.306,52,5.944,52,0.893,5,0.978,2,0.775,33,0.868,6,0.41,3,20.697,35,0.196,2,0.0,1,0.0,0,PZ27tRNA,-5.306,PZ27tRNA_Bujnicki_3,PZ27tRNA_Bujnicki_3,7.4320173,PZ27tRNA_Bujnicki_3,0.8016209138522665,29
Bujnicki,2,5.746,53,6.438,53,0.893,5,0.978,2,0.775,33,0.868,6,0.0,1,20.641,34,0.184,7,0.0,1,0.0,0,PZ27tRNA,-5.746,PZ27tRNA_Bujnicki_2,PZ27tRNA_Bujnicki_2,7.4351578,PZ27tRNA_Bujnicki_2,0.8011569893444104,30
RNAComposer,4,5.786,54,7.038,55,0.822,52,0.955,48,0.577,48,0.778,52,9.96,50,20.21,33,0.189,5,0.0,1,0.0,0,PZ27tRNA,-5.786,PZ27tRNA_RNAComposer_4,PZ27tRNA_RNAComposer_4,7.5067954,PZ27tRNA_RNAComposer_4,0.7352435885858768,50
RNAComposer,3,5.943,55,7.069,56,0.841,50,0.955,48,0.816,31,0.796,51,9.96,50,20.129,32,0.175,18,0.0,1,0.0,0,PZ27tRNA,-5.943,PZ27tRNA_RNAComposer_3,PZ27tRNA_RNAComposer_3,7.7508621,PZ27tRNA_RNAComposer_3,0.752475392811992,49
Bujnicki,4,6.271,56,7.012,54,0.894,2,0.978,2,0.775,33,0.871,3,0.0,1,21.229,38,0.176,12,0.0,1,0.0,0,PZ27tRNA,-6.271,PZ27tRNA_Bujnicki_4,PZ27tRNA_Bujnicki_4,7.2775421,PZ27tRNA_Bujnicki_4,0.7965448347480585,35
RNAComposer,5,6.357,57,7.561,57,0.841,50,0.955,48,-1.0,53,0.818,46,8.71,47,21.589,40,0.166,24,0.0,1,0.0,0,PZ27tRNA,-6.357,PZ27tRNA_RNAComposer_5,PZ27tRNA_RNAComposer_5,7.6707435,PZ27tRNA_RNAComposer_5,0.7274720065017157,51
SimRNA,2,22.455,58,40.535,58,0.554,60,0.473,60,-1.0,53,0.598,60,139.59,65,26.429,56,0.134,66,0.0,1,0.08895,0,PZ27tRNA,-22.455,PZ27tRNA_SimRNA_2,PZ27tRNA_SimRNA_2,7.8979621,PZ27tRNA_SimRNA_2,0.3628973270724219,59
SimRNA,5,22.994,59,44.085,59,0.522,65,0.492,59,-1.0,53,0.548,66,136.29,64,29.203,66,0.117,67,0.0,1,0.1474,0,PZ27tRNA,-22.994,PZ27tRNA_SimRNA_5,PZ27tRNA_SimRNA_5,8.0447178,PZ27tRNA_SimRNA_5,0.3493577298175908,62
iFoldRNA,5,26.445,60,48.457,60,0.546,61,0.456,63,0.0,51,0.598,60,109.63,60,29.998,67,0.145,59,0.0,1,0.8077,0,PZ27tRNA,-26.445,PZ27tRNA_iFoldRNA_5,PZ27tRNA_iFoldRNA_5,7.50596,PZ27tRNA_iFoldRNA_5,0.3571191529709229,61
SimRNA,4,26.631,61,49.047,61,0.543,62,0.386,66,-1.0,53,0.61,59,101.12,58,26.913,57,0.174,19,0.0,1,0.8347,0,PZ27tRNA,-26.631,PZ27tRNA_SimRNA_4,PZ27tRNA_SimRNA_4,8.3236523,PZ27tRNA_SimRNA_4,0.3666866082716272,58
